Name,Country,Year,LinkedIn_Profile
Artem Ubaidullaev,Latvia,2019,
Magnus Christian Ring Merrild,Denmark,2019,
Akseli Jussinmäki,Finland,2019,
Maximilian Göbel,Germany,2019,
Bruce Changlong Xu,Hong Kong,2019,
Ashyrgeldi Atayev,Turkmenistan,2019,
Ayhem Bouabid,Tunisia,2019,
Olav Hellebust Haaland,Norway,2019,
Viktor Ahmeti,Kosovo,2019,
Dimitrios Lolas,Greece,2019,
Laura Elena Massaccesi,Argentina,2019,
Johnathan Leung,New Zealand,2019,
Sofia Albizu Campos Rodríguez,Cuba,2019,
Raihane Sidhoum,Algeria,2019,
Resul Shamuhammedov,Turkmenistan,2019,
Fedi Kallel,Tunisia,2019,
Mohamed Yassine Ben Amor,Tunisia,2019,
Rajeev Vivek Dasrath Gopeesingh,Trinidad and Tobago,2019,
Majed Naser,Syria,2019,
Matthew Meyer,Switzerland,2019,
Layth Basbous,Sweden,2019,
João Tiago Fernandes Rocha,Portugal,2019,
Kartikesh Mishra,Nepal,2019,
Joaquín Inama,Argentina,2019,
Quentin Claus,Belgium,2019,
Usa An,Cambodia,2019,
Camila Guajardo,Chile,2019,
Mohamed Bourbia,Algeria,2019,
Leonardo Marciaga,Panama,2019,
Anastasija Tortevska,North Macedonia,2019,
Tómas Ingi Hrólfsson,Iceland,2019,
Vigdís Gunnarsdóttir,Iceland,2019,
Giorgi Adikashvili,Georgia,2019,
María Indacochea,Ecuador,2019,
Eirini Ioannou,Cyprus,2019,
Luis Diego Mata Boschini,Costa Rica,2019,
Diego Hinojosa Tellez,Mexico,2019,
Dominik Stejskal,Czech Republic,2019,
Dušan Garić,Bosnia and Herzegovina,2019,
Heorhi Hamezardashvili,Belarus,2019,
Seli Lulaj,Albania,2019,
Shokhrukhdzhon Isomatov,Tajikistan,2019,
Kisara Sandaluka Kodithuwakku,Sri Lanka,2019,
Alic Ciumeico,Republic of Moldova,2019,
Mariam El Khatri,Morocco,2019,
Man Fong Lio,Macau,2019,
Eirini Miliori,Greece,2019,
Edli Merkaj,Albania,2019,
Amirbek Abdirasulov,Kyrgyzstan,2019,
Roni Edwin,Ghana,2019,
Ines El-Bouzaidi Tiali,Morocco,2019,
Seyed Datis Amir Kalali,Cyprus,2019,
Dewan Saadman Hasan,Bangladesh,2019,
Lukas Ertl,Austria,2019,
Natalie Muradyan,Armenia,2019,
Shohrukhii Mahmadjon,Tajikistan,2019,
Elie Eshoa,Syria,2019,
Szabi Buzogány,Netherlands,2019,
Samuel Krajči,Slovakia,2019,
Alexander Armbruster,Germany,2018,
Mihnea-Gabriel Doica,Romania,2018,
Rakhman Asmatullayev,Kazakhstan,2018,
Spandan Ghosh,India,2018,
Sutanay Bhattacharya,India,2018,
Cheng Shi,Singapore,2018,
Edward Wan,Puerto Rico,2018,
Mạnh Tuấn Trương,Vietnam,2018,
Fernando Trejos Suarez,Costa Rica,2018,
Simon Lemal,Belgium,2018,
Atanas Dinev,Bulgaria,2018,
Amar Kurić,Bosnia and Herzegovina,2018,
Joydip Saha,Bangladesh,2018,
Mekhron Bobokhonov,Tajikistan,2018,
Pedro Moreira Fernandes,Portugal,2018,
Xutong Wang,New Zealand,2018,
Isaac Jair Jiménez Uribe,Mexico,2018,
Alex Villaro Y Krüger,Denmark,2018,
André Yuji Hisatsuga,Brazil,2018,
Tijana Babić,Bosnia and Herzegovina,2018,
Bjørnar Gullikstad Hem,Norway,2018,
Nils van de Berg,Netherlands,2018,
Bruno Brasil Meinhart,Brazil,2018,
Andrei Shakel,Belarus,2018,
Thanic Nur Samin,Bangladesh,2018,
William Hu,Australia,2018,
Carlos Soto,Argentina,2018,
Renad Abualjamal,Saudi Arabia,2018,
Ivan Chan Kai Chin,Malaysia,2018,
Fabio Pruneri,Italy,2018,
Tsz Chuen Wong,Hong Kong,2018,
Máté Egri,Hungary,2018,
Turbat Battsengel,Mongolia,2018,
Sanjaakhuu Khenzii,Mongolia,2018,
Oriol Andreu Sole Pi,Mexico,2018,
Mohammad Amin Sharifi Charouri,Islamic Republic of Iran,2018,
Aleksandre Khokhiashvili,Georgia,2018,
Joonatan Honkamaa,Finland,2018,
Andrey Naradzetski,Belarus,2018,
Daniel Marcelo Benavides Quispialaya,Peru,2018,
Anthony Yataco Torres,Peru,2018,
Flor De Bock,Belgium,2018,
Aliaksandr Kazakou,Belarus,2018,
Mateo Carranza Vélez,Argentina,2018,
Hoàng Việt Đỗ,Vietnam,2018,
Özgen Şafak Karakuş,Türkiye,2018,
Abubakr Usmanov,Tajikistan,2018,
Mukhammad Klychev,Tajikistan,2018,
Santiago Vázquez Sáez,Spain,2018,
Nikola Pavlović,Serbia,2018,
Petar Nizić - Nikolac,Croatia,2018,
Abolfazl Shirmahallehei,Islamic Republic of Iran,2018,
Ari Páll Agnarsson,Iceland,2018,
Chi Ki Ngai,Hong Kong,2018,
Ana Paula Indacochea,Ecuador,2018,
Adnan Šabanović,Bosnia and Herzegovina,2018,
Jepbar Asgarov,Turkmenistan,2018,
Alejandro Epelde Blanco,Spain,2018,
Emile Tredoux,South Africa,2018,
Shaquille Wyan Que,Philippines,2018,
Mihail Lavric,Republic of Moldova,2018,
Emmanuel Osbert Cajayon,Philippines,2018,
Maya Naveh,Israel,2018,
Hiroto Nishikawa,Japan,2018,
Alvin Cheuk Hin Tse,Hong Kong,2018,
Etienne Rossignol,France,2018,
Martin Raška,Czech Republic,2018,
Carlos Andrés Solano Saltachín,Costa Rica,2018,
Tamzid Morshed Rubab,Bangladesh,2018,
Laurenz Kohlbach,Austria,2018,
Việt Hoàng Trần,Vietnam,2018,
Ömer Topaloğlu,Türkiye,2018,
Björn Magnusson,Sweden,2018,
Weng Chi Cheng,Macau,2018,
Alfredo Alef Pineda Reyes,Mexico,2018,
Veronika Schreitter,Austria,2018,
Elvar Wang Atlason,Iceland,2018,
Pierre-Alexandre Bazin,France,2018,
Lukas Vandeputte,Belgium,2018,
Thomas Chen,Netherlands,2018,
Mark Jabbour,Syria,2018,
Teodor Bucht,Sweden,2018,
Monica Martinez Sanchez,Peru,2018,
Normann Alexander Zichner Von Schmeling,Paraguay,2018,
Emiliano Liwski,Argentina,2018,
Ivan-Aleksandar Mavrov,Bulgaria,2018,
Julián Masliah,Argentina,2018,
Michael Ren,United States of America,2018,
Roman Sarapin,Ukraine,2018,
Nurullah Giray Kuru,Türkiye,2018,
Siwakorn Fuangkawinsombut,Thailand,2018,
Egor Riabov,Russian Federation,2018,
Ioan-Andrei Nicolae,Romania,2018,
Dain Kim,Republic of Korea,2018,
Albert John Patupat,Philippines,2018,
Zeyu Wang,People's Republic of China,2018,
Gian Cordana Sanjaya,Indonesia,2018,
Víctor Antonio Domínguez Silva,Mexico,2018,
Federico Viola,Italy,2018,
Rui Yao,People's Republic of China,2018,
Farras Mohammad Hibban Faddila,Indonesia,2018,
Attila Gáspár,Hungary,2018,
Balázs Bukva,Hungary,2018,
Saba Lepsveridze,Georgia,2018,
Konstantin Garov,Bulgaria,2018,
Sergei Luchinin,Russian Federation,2018,
Ciprian-Mircea Bonciocat,Romania,2018,
Qi Ye,People's Republic of China,2018,
Paul Cahen,France,2018,
Borislav Antov,Bulgaria,2018,
Ethan Yong-Ern Tan,Australia,2018,
Arvid Lunnemark,Sweden,2018,
Yixiao Li,People's Republic of China,2018,
Guowen Zhang,Australia,2018,
Zexuan Ouyang,People's Republic of China,2018,
Yiyi Chen,People's Republic of China,2018,
Jung-Tao Cheng,Taiwan,2018,
Naoki Kuroda,Japan,2018,
Shih-Yu Wang,Taiwan,2018,
Marat Abdrakhmanov,Russian Federation,2018,
Mihir Anand Singhal,United States of America,2018,
James Lin,United States of America,2018,
Agnijo Banerjee,United Kingdom,2018,
Artur Gerasimenko,Russian Federation,2018,
Illya Koval,Ukraine,2018,
Ker Yang Lee,Singapore,2018,
Stanislav Krymskii,Russian Federation,2018,
Mohammad Sharifi Kiasari,Islamic Republic of Iran,2018,
Ahmed Zawad Chowdhury,Bangladesh,2018,
Wei-Ping Huang,Taiwan,2018,
Quang Bin Nguyễn,Vietnam,2018,
Nhok Tkhai Shon Nho,Ukraine,2018,
Yolrada Yongpisanpob,Thailand,2018,
Daishi Kiyohara,Japan,2018,
Pulkit Sinha,India,2018,
Anant Mudgal,India,2018,
Orsolya Lili Janzer,Hungary,2018,
Tadej Petar Tukara,Croatia,2018,
Charles Dacheng Li,Australia,2018,
Ákos Záhorský,Slovakia,2018,
Tomáš Sásik,Slovakia,2018,
Joseph Daniel Altamirano Pacheco,Peru,2018,
Pavel Hudec,Czech Republic,2018,
Ivan Novak,Croatia,2018,
Howard Halim,Canada,2018,
Andrea Ciprietti,Italy,2018,
Aruzhan Amanbayeva,Kazakhstan,2018,
Văn Hoàn Trịnh,Vietnam,2018,
Mehmet Ali Yıldırım,Türkiye,2018,
Eytan Tirosh,Israel,2018,
Mohammad Shahverdi Kondori,Islamic Republic of Iran,2018,
Otto Alexander Sutianto,Indonesia,2018,
Christoph Börger,Germany,2018,
Baptiste Serraille,France,2018,
Ilja Uzelac Bujišić,Croatia,2018,
Nicholas Sun,Canada,2018,
Kiril Bangachev,Bulgaria,2018,
Vahan Martirosyan,Armenia,2018,
Alina Harbuzova,Ukraine,2018,
Chatchanun Suriyaammaranon,Thailand,2018,
Danil Koževnikov,Czech Republic,2018,
Aleksandr Karalyan,Armenia,2018,
Minh Đức Phan,Vietnam,2018,
Adam Ardeishar,United States of America,2018,
Harvey Yau,United Kingdom,2018,
Arsenii Nikolaiev,Ukraine,2018,
Ting-Feng Lin,Taiwan,2018,
Junyao Joel Tan,Singapore,2018,
Puhua Cheng,Singapore,2018,
Daniel Murawski,Poland,2018,
Radomił Baran,Poland,2018,
Kyle Patrick Dulay,Philippines,2018,
András Imolay,Hungary,2018,
Diego Lázaro Cusihuaman,Peru,2018,
Sebastian Fodor,Sweden,2018,
Igor Medvedev,Serbia,2018,
Song Un Lee,Republic of Korea,2018,
Mariusz Trela,Poland,2018,
Erfan Moeini,Islamic Republic of Iran,2018,
Lkhanaajav Mijiddorj,Mongolia,2018,
Alexey Tsekhovoy,Kazakhstan,2018,
Alikhan Kudaibergenov,Kazakhstan,2018,
Tomochika Arai,Japan,2018,
Ahmad Ramezanpour,Islamic Republic of Iran,2018,
Vilandas Navickas,Lithuania,2018,
Alicia Gabrielle Smith Reina,Honduras,2018,
Muhammad Hafizudeen Mohamad Saman,Malaysia,2018,
Lizzie Hernandez Videa,Honduras,2018,
Denzel Segbefia,Ghana,2018,
Muhammad Ali,Ghana,2018,
Andrew Eliecer Vargas Puffenberger,Costa Rica,2018,
Vannalin Phol,Cambodia,2018,
Hong Sheng Dan,Cambodia,2018,
Garam Park,Botswana,2018,
Diego Chumacero Carballo,Bolivia,2018,
Jocelyn Isabel Calderon Calderon,Bolivia,2018,
Luca S. Marino,Norway,2018,
Miguel Tulla Lizardi,Puerto Rico,2018,
Rūta Ozoliņa,Latvia,2018,
John Attia,Egypt,2018,
Axel Arturo Aveiga,Ecuador,2018,
Samith Va,Cambodia,2018,
Koemseang Chhoun,Cambodia,2018,
Wen Zhang,Botswana,2018,
Sebastian Valentin Paniagua Gutierrez,Bolivia,2018,
Nicholas Bakasibye,Uganda,2018,
Hafez Alassad,Syria,2018,
Juraj Rosinský,Switzerland,2018,
Enoch Samuel Kalule,Uganda,2018,
Gustavo Santiago Reyes,Puerto Rico,2018,
Omar Santiago Reyes,Puerto Rico,2018,
Ēriks Vilunas,Latvia,2018,
Nicholas Pochinkov,Ireland,2018,
Sean Fitzgerald,Ireland,2018,
Georgios Zaphiris,Cyprus,2018,
Vadzim Khmara,Belarus,2018,
Michael Schmidt,Austria,2018,
Fausto Panero,Argentina,2018,
Lorenc Bushi,Albania,2018,
Mohammed Al Ansari,Saudi Arabia,2018,
Nikola Danevski,North Macedonia,2018,
Edikan Idongesit Akpabio,Nigeria,2018,
Elias Kaichouh,Morocco,2018,
Victoria Montserrat Simón Orué,Paraguay,2018,
Aayush Agrawal,Ghana,2018,
Sualeh Asif,Pakistan,2018,
Anna Lyubarskaja,Norway,2018,
Imad Saidi Alaoui,Morocco,2018,
Vladimir Bošković,Montenegro,2018,
Breki Pálsson,Iceland,2018,
Iustin Beldie,Denmark,2018,
Anis Brikli,Algeria,2018,
Safet Hoxha,Albania,2018,
Eglis Balani,Albania,2018,
Fedi Kallal,Tunisia,2018,
Iheb Ghanmi,Tunisia,2018,
Isabelle Quaye,Ghana,2018,
Elder Raúl Alejandro Guzmán Romero,Guatemala,2018,
Atiila Birah Joselyn Kharobo,Uganda,2018,
Wizhdan Ibrahim Mahmood,Iraq,2018,
Alejandro Pallais,Guatemala,2018,
Emil Yousef,Egypt,2018,
Bassant Mohamed,Egypt,2018,
Honghao Liu,Denmark,2018,
Ignacio Rojas,Chile,2018,
Ompor Chin,Cambodia,2018,
Eunice Tshosa,Botswana,2018,
Bakang Kgopolo,Botswana,2018,
Joel Binu,Botswana,2018,
Elvin Mammadov,Azerbaijan,2018,
Santiago Irurtia,Uruguay,2018,
Vlad Florian Lica,Ireland,2018,
Koko Jean Marcel Assouman,Ivory Coast,2018,
Kafalo Abdoul Kader Hassane Coulibaly,Ivory Coast,2018,
Prabesh Humagain,Nepal,2018,
Tumaini Sakaza,Tanzania,2018,
Rodrigo Ariel Schliiter Villalba,Paraguay,2018,
Alejandro José Lird Gill,Paraguay,2018,
David Garcia Gonzalez,Panama,2018,
Sandesh Dhungana,Nepal,2018,
Abonouan Eric Stéphane Koffi,Ivory Coast,2018,
Sai Sinn Zom Leng,Myanmar,2018,
Erlan Moldoshov,Kyrgyzstan,2018,
Din Dedaqi,Kosovo,2018,
Atcho Hemerson Camp-Bellh Nogbou,Ivory Coast,2018,
Joyce Nangiro Nachap,Uganda,2018,
Erkinai Shamshidinova,Kyrgyzstan,2018,
Gabriella Marie Aponte Camacho,Puerto Rico,2018,
Fady Sayoud,Algeria,2018,
Laura Queipo,Venezuela,2018,
Khurshid Turgunboev,Uzbekistan,2018,
Achraf Msaddak,Tunisia,2018,
Mahdi Bu Ali,Saudi Arabia,2018,
André de Sousa Guimarães,Portugal,2018,
Brian Enrique Chen Yee,Panama,2018,
Hesham Mohammed Nawaz,Pakistan,2018,
Jagat Kafle,Nepal,2018,
Htet Linn Wai,Myanmar,2018,
Ly An Chhay,Cambodia,2018,
Jiamao Yu Chen,Ecuador,2018,
Myat Thu Khaing,Myanmar,2018,
Pedro González Arévalos,Paraguay,2018,
Santiago Zunu Cantero Dávalos,Paraguay,2018,
Teodora Pecakovska,North Macedonia,2018,
Bivek Panthi,Nepal,2018,
Bibek Panthi,Nepal,2018,
Chon Long Lio,Macau,2018,
Cheick Abdoul Karim Nouredine Koné,Ivory Coast,2018,
Ibrahim Fadhil Adeeb Al-Ani,Iraq,2018,
Omar El Hadri,Morocco,2018,
David Josué Cruz Moreno,Honduras,2018,
Daniel Holmes,Austria,2018,
Ralph McDougall,South Africa,2018,
Sebastian Jose Portalatin Cortes,Puerto Rico,2018,
Renzo Rodrigo Balcazar Tapia,Peru,2018,
Aymen Echarghaoui,Morocco,2018,
Nathaël Da Costa,Luxembourg,2018,
Youssef Chaabouni,Tunisia,2018,
Luz Elena Grisales,Colombia,2018,
Pedro Andrés Suárez,Ecuador,2018,
Radek Olšák,Czech Republic,2018,
Selim Virtanen,Finland,2018,
Lucas Hiroshi Hanke Harada,Brazil,2018,
Jose Manuel Guerra Colque,Bolivia,2018,
Sam Bealing,United Kingdom,2018,
Akmyrat Tirkeshov,Turkmenistan,2018,
Sunatullo Rakhmatov,Tajikistan,2018,
Timothy Schlesinger,South Africa,2018,
Tudor Șarpe,Republic of Moldova,2018,
Mmesomachi Nwachukwu,Nigeria,2018,
Andrew Yian Chen,New Zealand,2018,
Neringa Levinskaitė,Lithuania,2018,
Doslan Zheksheev,Kyrgyzstan,2018,
Anna Mustata,Ireland,2018,
Tsz Chun Ho,Hong Kong,2018,
Yan Yau Cheng,Hong Kong,2018,
Rafail Tsiamis,Greece,2018,
Rahul Saha,Bangladesh,2018,
Agamyrat Begenjov,Turkmenistan,2018,
Ludvig Olsson,Sweden,2018,
Félix Moreno Peñarrubia,Spain,2018,
David Opalič,Slovenia,2018,
Andraž Maier,Slovenia,2018,
Karl Paul Parmakson,Estonia,2018,
Antonie Ciocan,Romania,2018,
Keiran Lewellen,New Zealand,2018,
Sean Gee Zhing,Malaysia,2018,
Bekzhol Zholdubai Uulu,Kyrgyzstan,2018,
Borna Šimić,Croatia,2018,
Uladzislau Siavets,Belarus,2018,
Anar Abbasli,Azerbaijan,2018,
Mehdi Makni,Tunisia,2018,
Sanjeev Amrit Mahadeo,Trinidad and Tobago,2018,
Kati Iher,Estonia,2018,
Thishanka Alahakoon,Sri Lanka,2018,
Tamara Mitrovska,North Macedonia,2018,
Nadezhda Ilieva,North Macedonia,2018,
Wai Yan Moe Lwin,Myanmar,2018,
Ahmed El Bajdali,Morocco,2018,
Diego Alejandro Flores Menjívar,El Salvador,2018,
Ahmed Abdelaziz,Egypt,2018,
Diego Matias Cazon Tejerina,Bolivia,2018,
Rodrigo Marlasca Aparicio,Spain,2018,
Andraž Jelinčič,Slovenia,2018,
Maria Gratzia Indacochea,Ecuador,2018,
Maehak Sandhya Jyoti Ramlogan,Trinidad and Tobago,2018,
Marco Cavaleri,Switzerland,2018,
José Pérez Cano,Spain,2018,
Alibek Kalykov,Kyrgyzstan,2018,
Neba Eddie Ibrahim Polneau,Ivory Coast,2018,
Hrólfur Eyjólfsson,Iceland,2018,
Kyprianos - Iason Prodromidis,Greece,2018,
Andreas Economou,Cyprus,2018,
Shuyu Jiao,Botswana,2018,
Denis Farid Arancibia Bobarin,Bolivia,2018,
Abdulhamid Aldoobi,Saudi Arabia,2018,
Maria de Aguilar Sousa e Almeida Madrugo,Portugal,2018,
Jovan Shandro,Albania,2018,
Davrbek Oltiboev,Uzbekistan,2018,
Jischai Wyler,Switzerland,2018,
Martín Gómez Abejón,Spain,2018,
Radu-Alexandru Iacob,Romania,2018,
Kyaw Htet Lin,Myanmar,2018,
Zakariae Hamzaoui,Morocco,2018,
Nina Mitrović,Montenegro,2018,
Maksims Pogumirskis,Latvia,2018,
Amit Kumar Mallik,India,2018,
Omar Muhammad Kidwai,Pakistan,2018,
Vaios Rafail Michalakis,Greece,2018,
Jan Holstermann,Germany,2018,
Aleksia Kolo,Albania,2018,
Charuka Nishala Kulathunga Bandara Herath Mudiyanselage,Sri Lanka,2018,
Christoph Fronhöfer,Germany,2018,
Cristhian González,Colombia,2018,
Murad Aghazade,Azerbaijan,2018,
Tsz Lo Fong,Hong Kong,2018,
Muhammad Ashhad Alam,Pakistan,2018,
Diego Rojas,Chile,2018,
Okechukwu Williams Okeke,Nigeria,2018,
Mateo Bozzi,Chile,2018,
Aghaali Zeynalli,Azerbaijan,2018,
Qi Qi,Canada,2017,
Hristo Papazov,Bulgaria,2017,
Illia Pchalintsau,Belarus,2017,
Ruiming Xiong,Canada,2017,
*** ***,Chile,2017,
George Lucas Diniz Alencar,Brazil,2017,
Aliaksandr Yuran,Belarus,2017,
Zlatko Salko Lagumdžija,Bosnia and Herzegovina,2017,
Adisa Bolić,Bosnia and Herzegovina,2017,
Rodrigue Haya Enriquez,Belgium,2017,
Rafail Psyroukis,Greece,2017,
Nobuyuki Okada,Japan,2017,
Mirali Ahmadli,Azerbaijan,2017,
Cillian Doherty,Ireland,2017,
Timothy Jacob Wahyudi,Indonesia,2017,
Hoi Wai Yu,Hong Kong,2017,
Branko Juran,Germany,2017,
Andreas Theocharous,Cyprus,2017,
Martin Drees,Germany,2017,
Davit Tatoshvili,Georgia,2017,
Joachim Studnia,France,2017,
Olivier Garçonnet,France,2017,
Rodrigo Alberto Vásquez Posada,El Salvador,2017,
Sebastian Regalado,Ecuador,2017,
Jan Petr,Czech Republic,2017,
Leonardo Ariel García Morán,Mexico,2017,
Bartłomiej Bollin,Poland,2017,
Henry Felén Chávez,Peru,2017,
Nicolás Cassia,Argentina,2017,
Yiannis Fam,New Zealand,2017,
Shend Zhjeqi,Kosovo,2017,
Soroush Taslimi,Islamic Republic of Iran,2017,
Artūrs Banga,Latvia,2017,
Mihnea-Andrei Ocian,Romania,2017,
Shaden Alshammari,Saudi Arabia,2017,
Clarence Xuan Da Chew,Singapore,2017,
Ilyes Hamdi,Algeria,2017,
Văn Quyết Đỗ,Vietnam,2017,
Rosie Cates,United Kingdom,2017,
Heorhii Ivanchyk,Ukraine,2017,
Onur Korkmaz,Türkiye,2017,
Nathanon Akkaraphab,Thailand,2017,
Wei-Jiun Kao,Taiwan,2017,
Patrick Stalder,Switzerland,2017,
Jordi Rodríguez Manso,Spain,2017,
Saadinur Azisbek Uulu,Kyrgyzstan,2017,
Ingus Jānis Pretkalniņš,Latvia,2017,
Martin Rakovsky,Luxembourg,2017,
Vadim	 Retinskii,Russian Federation,2017,
Marius Stensrud,Norway,2017,
Nikola Velov,North Macedonia,2017,
Mauricio Antonio Rodríguez Gutiérrez,Nicaragua,2017,
Nikola Raicevic,Montenegro,2017,
Maximiliano Sánchez Garza,Mexico,2017,
Jonas Pukšta,Lithuania,2017,
Agnese Upīte,Latvia,2017,
Noam Ta Shma,Israel,2017,
Boaz Guberman,Israel,2017,
Irakli Shalibashvili,Georgia,2017,
Stelios Stylianou,Cyprus,2017,
Alberto Acosta Reche,Spain,2017,
Samitha Yohan Abeysinghe Wijepala Abeysinghe Mudiyanselage,Sri Lanka,2017,
Khalil Miri,Tunisia,2017,
Yash Sanjeev,India,2017,
Manfred Paul,Germany,2017,
Sebastian Meyer,Germany,2017,
Azur Đonlagić,Bosnia and Herzegovina,2017,
Md Sabbir Rahman,Bangladesh,2017,
Emil Gasimov,Azerbaijan,2017,
Vahe Karagulyan,Armenia,2017,
Younes El Maamoun Benyahia,Algeria,2017,
Amanda Vanegas,Venezuela,2017,
Carolina Ortega,Colombia,2017,
Emin Mrkonja,Bosnia and Herzegovina,2017,
Joud Saleh,Saudi Arabia,2017,
Timofey	 Zaytsev,Russian Federation,2017,
Henrique Miguel de Andrade Campos Navas,Portugal,2017,
Tomasz Przybyłowski,Poland,2017,
Maciej Dziuba,Poland,2017,
Clyde Wesley Ang,Philippines,2017,
Ward van der Schoot,Netherlands,2017,
Ahmed Asini,Morocco,2017,
Erkhes Nyamsaikhan,Mongolia,2017,
Altangerel Baatar,Mongolia,2017,
Hanissa Shamsuddin,Malaysia,2017,
Zigmas Bitinas,Lithuania,2017,
Indy Van Den Broeck,Belgium,2017,
Wemp Pacheco,Venezuela,2017,
Jacob Coxon,United Kingdom,2017,
Resul Mamiyev,Turkmenistan,2017,
Kayra Uygun,Türkiye,2017,
Muhammadjon Boboev,Tajikistan,2017,
Komron Abdulloev,Tajikistan,2017,
Shenal Santhush Kotuwewatta,Sri Lanka,2017,
Rafah Hajjar Muñoz,Spain,2017,
Rahman Agamyradov,Turkmenistan,2017,
Shubham Saha,India,2017,
Neel Nanda,United Kingdom,2017,
Seyed Mohammadsadegh Mahdavi Tikdari,Islamic Republic of Iran,2017,
Filip Bialas,Czech Republic,2017,
Aliaksei Vasileuski,Belarus,2017,
Asif E Elahi,Bangladesh,2017,
Nhật Duy Phan,Vietnam,2017,
Nattakorn Kittisut,Thailand,2017,
Márton Borbényi,Hungary,2017,
Yuanyang Jiang,People's Republic of China,2017,
Tiancheng He,People's Republic of China,2017,
Gabriel Visser,Netherlands,2017,
Hou Tin Chau,Macau,2017,
Aryo Lotfi Jandaghi,Islamic Republic of Iran,2017,
Filip-Alexandru Ion,Romania,2017,
Matthew Cheah,Australia,2017,
Xingjian Zhou,People's Republic of China,2017,
Liam Hanany,Israel,2017,
Man Yi Kwok,Hong Kong,2017,
Ivan Ganev,Bulgaria,2017,
Zachary Chroman,United States of America,2017,
Dylan Shan Hong Toh,Singapore,2017,
Omar Alrabiah,Saudi Arabia,2017,
Georgii Veprev,Russian Federation,2017,
Kirill	 Tyshchuk,Russian Federation,2017,
Shun Ming Samuel Lee,Hong Kong,2017,
Jeonghyun Ahn,Republic of Korea,2017,
Ian Fleschler,Argentina,2017,
Joe Benton,United Kingdom,2017,
Anton Trygub,Ukraine,2017,
Joel Junyao Tan,Singapore,2017,
Sehun Kim,Republic of Korea,2017,
Yahor Dubovik,Belarus,2017,
Aleksandre Saatashvili,Georgia,2017,
Qiuyu Ren,People's Republic of China,2017,
Hữu Quốc Huy Hoàng,Vietnam,2017,
Yuta Takaya,Japan,2017,
Amirmojtaba Sabour,Islamic Republic of Iran,2017,
Begaaly Chiketaev,Kyrgyzstan,2017,
Pavel Turek,Czech Republic,2017,
Vasileios Georgiadis,Greece,2017,
Nikita Deniskin,Italy,2017,
Lu Zhang,People's Republic of China,2017,
Ankan Bhattacharya,United States of America,2017,
Tien-Chun Cheng,Taiwan,2017,
Jinze Wu,People's Republic of China,2017,
Amir Mokhammed-Ali,Kazakhstan,2017,
Seungyoon Baek,Republic of Korea,2017,
Cảnh Hoàng Nguyễn,Vietnam,2017,
Quang Dũng Lê,Vietnam,2017,
Pasit Jindanuwat,Thailand,2017,
Krit Boonsiriseth,Thailand,2017,
Bryan Peng Jun Wang,Singapore,2017,
Mikhail	 Ivanov,Russian Federation,2017,
Songun Lee,Republic of Korea,2017,
Kyu Hyeon Choi,Republic of Korea,2017,
Kada Williams,Hungary,2017,
Soji Kubota,Japan,2017,
Yakob Kahane,France,2017,
Tsend-Ayush Sosorbaram,Mongolia,2017,
Shuho Kanda,Japan,2017,
Jacopo Guoyi Chen,Italy,2017,
Farhood Rostamkhani,Islamic Republic of Iran,2017,
Dimitrios Tsintsilidas,Greece,2017,
Raul Alfredo Alcántara Castillo,Peru,2017,
Davi Cavalcanti Sena,Brazil,2017,
Linus Cooper,Australia,2017,
Daniel Rojas Cruz,Peru,2017,
Ştefan-Rareş Tudose,Romania,2017,
Nikita Dobronravov,Russian Federation,2017,
Alzubair Habibullah,Saudi Arabia,2017,
Zsuzsanna Baran,Hungary,2017,
Jeff York Ye,Hong Kong,2017,
Davit Khvedelidze,Georgia,2017,
Angelos Pelecanos,Cyprus,2017,
Anton Paliukhovich,Belarus,2017,
Sergey Nersisyan,Armenia,2017,
Oleh Rudenko,Ukraine,2017,
Nicole Hedblom,Sweden,2017,
İlker Can Çiçek,Türkiye,2017,
Temirkhan Zimanov,Kazakhstan,2017,
Yoav Avidan,Israel,2017,
Taha Miran Zadeh,Islamic Republic of Iran,2017,
Violeta Naydenova,Bulgaria,2017,
João César Campos Vargas,Brazil,2017,
Simon Breneis,Austria,2017,
Junyao Peng,United States of America,2017,
Yu-Pin Chiu,Taiwan,2017,
Marko Medvedev,Serbia,2017,
Dor Mezer,Israel,2017,
Farrell Eldrian Wu,Philippines,2017,
Levi van de Pol,Netherlands,2017,
Bimo Adityarahman Wiraputra,Indonesia,2017,
Lukas Novak,Croatia,2017,
Adrian Beker,Croatia,2017,
Savinien Kreczman,Belgium,2017,
Mikayel Mkrtchyan,Armenia,2017,
Nam Khánh Phạm,Vietnam,2017,
Abdumalik Abdukayumov,Uzbekistan,2017,
Shuang-Yen Lee,Taiwan,2017,
Ognjen Tošić,Serbia,2017,
Reinis Cirpons,Latvia,2017,
Tarmo Taipale,Finland,2017,
Abdellah Marzoug,Morocco,2017,
Aurimas Klimašauskas,Lithuania,2017,
Ladina Wohlwend,Liechtenstein,2017,
Nicole Ospelt,Liechtenstein,2017,
Mark Fortune,Ireland,2017,
Antti Röyskö,Finland,2017,
Joose Lehtinen,Finland,2017,
Nikita Leo,Estonia,2017,
Valerie Bustos,Ecuador,2017,
Rasmus Juhl Christensen,Denmark,2017,
Anna Economou,Cyprus,2017,
Amund Skretting Bergset,Norway,2017,
Ole Marius Strøhm,Norway,2017,
